sentences,label
공연을 통해 즐거움을 전파하는 것을 넘어 저처럼 공연을 접해보지 못했던 아이들이 공연을 접하고 새로운 꿈을 꿀 수 있도록 하고도 싶습니다.,0
앞으로 남은 대학생활 동안 저의 비전을 위해 관련 분야의 새로운 일들을 더 찾아 활동하려고 합니다.,0
여러분에게 비전은 어떤 의미를 담고 있나요?,1
저에게는 조금 오글거릴 수도 있지만 우연히 찾아온 운명 같은 것입니다.,1
열심히 준비해 공연기획자가 되어 제가 좋아하는 공연을 더 많은 사람들에게 알리고 모두다 같이 즐길 수 있게 된다면 제 비전을 이룬 것이 될 것입니다.,0
여러분도 비전이 없는 것 같다,0
혹은 너무 막연하다는 생각에 고민을 하실 수도 있습니다.,0
저 또한 그랬습니다.,0
하지만 좌절하지 않고 앞으로 모두 자신의 비전을 찾고 그것을 이룰 수 있는 삶을 살 수 있으셨으면 합니다.,1
감사합니다.,0
안녕하세요,0
"한중무역투자론 이코노미스트 표지 발표를 맡은 2조 최수정, 박효윤, 송가연, 이지은입니다.",0
저희 조는 최근 새로운 경쟁 양상으로 주목 받고 있는 한국과 중국의 5G 기술에 착안해 커버를 기획했습니다.,1
먼저 커버에 대해 간단한 소개를 드리겠습니다.,1
"그림에서는 한국, 중국, 미국, 일본 4개국이 테이블에서 할리갈리라는 보드게임을 하고 있습니다.",0
아시는 분들도 있겠지만 할리갈리는 테이블 위에 놓여진 카드 속 그림이 다섯 개가 일치했을 때 위에 놓여있는 벨을 먼저 누르는 사람이 승자가 되는 게임입니다.,0
"테이블 위 카드를 보시면 5G 다섯 개가 보이고, 벨 위에는 한국의 손이 위로 올라와있습니다.",0
"또 이곳을 보시면 중국과 한국이 손을 잡고 있고, 미국은 당황한 듯 땀을 흘리고 있는데요",0
이 부분은 뒤에서 설명하도록 하도록 하고 문구를 먼저 설명하겠습니다.,0
커버의 문구 중 ‘Pi5neer’는 선구자라는 뜻의 ‘Pioneer’와 5G의 5를 결합해 만들었습니다.,1
The pioneer of the game. 게임의 선구자라는 뜻으로 한국을 의미하는 문장입니다.,1
이제 저희 조의 이코노미스트 커버의 배경에 대해 설명드리겠습니다.,0
지난 3일 SKT가 5g 스마트폰 서비스를 시작한 것이 큰 화제가 됐습니다.,0
"이는 원래 5일로 예정되어 있었지만, 미국의 통신사인 버라이즌의 서비스 시작이 11일에서 4일로 앞당겨 질 수 있다는 보고에 버라이즌보다 앞서 세계 최초 5g 서비스 상용화를 위해 기업과 우리 정부 유관부처가 협력한 것이죠.",0
그림의 벨 위에 올려진 손은 한국이 벨을 가장 빨리 울렸다.,0
즉 세계 최초로 파이브지 상용화를 시작했음을 의미합니다.,1
미국이 땀을 흘리고 있는 모습은 간발의 차로 최초 상용화를 놓쳤음을 표현한 것입니다.,0
최근 트럼프대통령은 12일 한국의 상용화 새치기를 의식한 듯 한국의 5G 상용거점을 언급하면서 미국이 이를 앞서나가야 한다고 이야기했습니다.,0
그리고 그림에서 일본은 미국 옆에 앉아있습니다.,0
"이는 일본 언론은 한국보다 미국이 먼저 상용화할 것이라고 추측했고, 한국의 상용화는 허울뿐인 상용화라며 폄하하는 기사를 쏟아냈기 때문입니다.",0
"이러한 양상은 5G기술이 얼마나 중요한 위치에 있는지, 또 이 경쟁이 향후 얼마나 더 과열될 지를 알 수 있는 부분입니다.",0
"이 부분에서 한국과 중국이 손을 잡고 있는 것은 엘지유플러스와 화웨이의 관계, 그리고 한국의 중국에 대한 높은 무역의존도와도 관련이 있습니다.",0
현재 엘지와 화웨이는 경쟁 업체이지만 엘지 유플러스는 화웨이로부터 통신장비를 납품 받고 있습니다.,0
이는 미국의 동맹국들이 화웨이 통신장비 사용을 규제하는 것과는 정반대의 행보인데요.,0
한국이 중국에 무역의존도가 높은 편이고 지난 사드배치 때 규제로 인해 큰 피해를 입은 이후 이를 반복하지 않기 위해 정부측에서 규제를 하지 않는다는 것이 이유라고 합니다.,0
"한국과 중국은 경쟁자이지만, 동시에 고객이기도 하다는 것입니다.",0
"지금 우리가 사용하고 있는 4세대 이동통신으로도 큰 불편함이 없다고 느끼시는 분이 많을 텐데요,",0
왜 5G상용화가 이토록 과열되어있는 걸까요?,1
당장 5G로 인해 단기적인 수익을 창출하는 것 또한 어려울 것으로 예상됩니다.,1
"통신사의 경우, 통신망 구축 등 투자비용이 지속적으로 들어갈 수밖에 없는 상황입니다.",0
"하지만 사실 파이브지 기술은 단순히 모바일 기기의 속도변화만을 가져오는 것이 아니라, 많은 분야에서 영향을 끼칩니다.",0
"포지 엘티이가 인터넷 시장을 피씨에서 모바일, 이미지에서 동영상으로 옮겼듯이, 새로운 컨텐츠, 예를 들면 브이알 및 에이알 시장의 상용화를 만들 수 있고, 사물과 사물을 데이터로 연결해 자율주행, 삼천키로미터 떨어진 곳에서 의사가 진행하는 수술 등 우리 삶에서 다양한 혁신을 가져오게 됩니다.",0
지금은 한국이 세계 최초로 상용화를 실행해 종을 울렸습니다.,0
하지만 할리갈리와 달리 최초가 최고가 될지는 미지수입니다.,0
"심지어 중국 측에서는 중국 없이 한국은 파이브지 경쟁에서 살아남을 수 없으며, 중국이 경쟁에서 이기게 될 것이라고 자신감을 보이기도 했습니다.",0
이에 따라 한국이 경쟁에서 완전히 이기기 위해서는 더 많은 시간과 노력이 필요할 것으로 보입니다.,1
이상 발표 마치겠습니다.,0
안녕하세요.,0
배우의 실재 모습과 스크린의 모습 괴리와 어빙 고프만 발표를 맡은 사회학과 18학번 최수정입니다.,0
저는 때에 따라 정체성을 달리하며 살아가는 사람들인 배우들과 그들의 정체성 간 괴리를 어빙 고프만과 에드가 모랭의 이론을 중심으로 분석해 보려고 합니다.,1
우선 어빙 고프만의 연극론에 대하여 설명하도록 하겠습니다.,0
어빙 고프만의 연극론에 따르면 인간은 모두 연기자입니다.,1
"우리의 일상적 삶은, 세상이라는 무대에서 상황에 맞는 적절한 연기를 하고, 다른 사람들과 상호작용하면서 자아를 연출하는 공연과 같다는 것입니다. 고프만은 사람이라는 단어의 첫 번째 뜻이 ‘가면’이라는 게 역사적 우연이 아니라는 피크의 말을 언급합니다.",0
"사람이라는 단어는, 사람은 저마다 언제나 어디서나 다소 의식적으로 역할을 연기한다는 인식을 가리키는 단어라는 의미입니다.",0
"우리는 연기하고 있는 역할을 통해 서로를 알고, 스스로를 알아갑니다.",1
"이러한 연극이 이루어지는 공간은 프런트 스테이지 즉 무대 전면입니다. 고프만은 개인이 특정 관찰자 집단 앞에서 계속하는 행동, 그리고 관찰자에게 영향을 미치는 모든 행동에 공연이라는 용어를 사용합니다.",0
그렇기 때문에 개인이 역할을 연기하는 부분을 무대의 앞면으로 정의할 수 있습니다.,0
"프런트 스테이지에서 연기자가 연기를 하게 되는데, 이때 연기자는 외양과 매너라는 개인적 무대장치가 필요합니다.",0
"옷이나 헤어스타일 등 눈에 보이는 것인 외양과, 상황에 맞는 손짓이나 목소리, 표정인 매너가 연기와 일치해야 성공적인 연기를 할 수 있습니다.",0
이때 매너는 자연적인 것이 아니라 역사적이고 전통적인 것으로 제도화되어있는 것입니다.,1
무대에서 행해지는 연기가 실재라는 믿음을 갖게 할 때 퍼포먼스가 성공했다고 할 수 있습니다.,1
"무대에서는 관객이 기대하는 퍼포먼스를 보여주어야 하며, 관객의 기대와 거리가 멀 경우 문제적 상황이 발생합니다.",0
연기자는 항상 관객과 배우간의 거리를 실제보다 더 가깝게 여기게 행동하는 것이 성공적 연기에 도움이 될 수 있습니다.,1
또한 사회적 앞무대에서는 앞무대가 동일할지라도 상이한 형태의 배역 연기가 공연되기도 하기 때문에 공연의 구체적 성격과 통상의 사회화된 모습이 완벽하게 일치하지만은 않습니다.,1
모두가 연기자인 인간들이 연기를 하지 않는 공간은 백 스테이지라고 할 수 있습니다.,1
이번 발표의 주제에서 언급되는 실재 모습은 이 백 스테이지에서 나타나는 모습이라고 할 수 있습니다.,0
"남들에게 보여 지기 위해 그들이 원하는 모습으로 연기를 하는 나의 모습이 아닌, 타인의 기대를 거부하는 나 즉 I 의 모습이 나타나는 곳입니다.",1
"많은 사람들이 이 무대의 앞면과 뒷면의 괴리를 느끼면서 살아가게 되는데, 그 중에서도 배우라는 직업을 가진 사람들은 직업의 특징 상 이 괴리를 더욱 크게 느낄 수밖에 없습니다.",1
배우란 연기를 하는 사람을 뜻합니다.,1
"영화배우, 연극배우, 텔레비전 배우 등 매체에 따라 다양한 형태로 존재하는데 이들은 모두 극중 인물의 배역을 연기한다는 공통점을 가지고 있습니다.",1
"행동, 표정, 행위 전체를 통해서 한 인물을 해석하고 그 인물을 꾸며내는 것이 직업인 사람들입니다.",0
일반적으로 사람들은 서로 상호작용을 하면서 일반화된 타자들인 타인과 전체공통제의 반응을 염두에 두고 행위하며 연기를 하게 됩니다.,1
이 과정에서 타인의 기대에 부응하는 나인 me의 모습을 갖추게 됩니다.,0
"반면 배우의 연기영역은 배우가 역할을 창조하여 관객 또는 카메라 앞에서 연기를 하는 과정에서 형성되며, 배우가 역할을 창조하는 과정에서는 배우와 역할의 정체성이 분리와 공존을 반복하면서 이중의 정체성이 공존하는 상태의 연기를 하게 됩니다.",0
연기를 하는 순간에는 배우의 정체성과 역할의 정체성이 공존해야 하기 때문입니다.,1
"여기서 역할의 정체성으로 행동하는 이는 배우 자신이기 때문에 배우 자신의 정체성에서 완전히 벗어나지 않은 상태에서 연기를 하는, 즉 바로 배우이면서도 배우가 아닌 역할로서 존재하는 연기를 하게 되는 것입니다.",1
또한 배우들의 세상은 관객들의 세상과는 다른 세상으로 보여 져야 하며 관객들이 그들을 동경하게 만들어야 합니다.,0
왜냐하면 관객들이 배우와 자신을 다른 세상에 사는 사람이며 동경하는 존재일수록 무대가 성공적이게 될 수 있기 때문입니다.,1
"이를 위해 배우들은 무대 안에서는 관객과 배우간의 거리를 좁히고, 무대 밖에서는 관객과의 거리를 두어야 합니다.",1
이를 위해 배우들이 사용하는 전략을 신비화 전략이라고 합니다.,1
이러한 신비화 전략의 결과물로 배우는 스타가 됩니다.,0
"버나드 쇼에 따르면 야만인은 나무와 돌로 된 우상을 숭배하고, 문명인은 살과 피로 된 우상을 숭배합니다.",1
여기서 우상을 우리는 스타라고 부릅니다.,0
"스타는 배우 이상의 의미를 가지며 사회의 트렌드를 주도하고, 대중의 라이프 스타일을 만들어냅니다.",1
"사람들은 스타에게 개인의 욕구를 투영시키는데, 지산이 하고 싶어 하는 잠재적인 욕구를 스타를 통해 발현시키기를 원합니다.",1
현실의 세계에는 이미 이성과 논리가 포화되어있기 때문에 스타를 통해서 비이성과 신화의 필요 욕망을 표출하는 것입니다.,0
"대중들은 스타를 보며 감성적인 치유를 얻고, 나아가 배우들의 아우라에 대한 신뢰를 바탕으로 그들을 신뢰할 대상으로 인식합니다.",1
"스타는 강제적이거나 논리적인 존재가 아니며, 감성 공유를 통해 대중들의 마음을 움직여 ‘참여’하게 하는 힘을 가집니다.",1
대중은 스타를 선망하고 사랑하지만 동시에 스타가 자신들이 원하는 모습이기를 강하게 원합니다.,0
"대중의 욕망을 스타는 거부할 수 없고, 화면 밖과 안의 모습이 비슷하게 느껴지게 하기 위해 노력하게 됩니다.",1
이 과정에서 배우는 실재 모습과 스크린의 모습 괴리를 강하게 느끼게 됩니다.,0
"다시 고프만으로 돌아가 이러한 배우라는 직업의 특징은, 배우들이 매우 큰 정신적 피로를 느끼게 합니다.",1
그 과정에서 실제의 이미지와 무대의 이미지 간의 괴리가 커짐을 느끼게 됩니다.,0
프런트 스테이지에서 액터로서의 자신의 모습과 백스테이지의 페르소나의 모습 간의 괴리가 커지는 것입니다.,1
"이를 역할거리라고 명명하며 역할거리가 커지면 배우는 불안을 느끼게 되고, 정체성의 혼란을 가지게 됩니다.",1
타인의 기대에 부응하는 나인 me가 타인의 기대를 거부하는 I보다 더 커진 결과입니다.,0
그 예시로 얼마 전 예능 ‘나혼자 산다’에서 배우 공효진씨가 사람들이 나를 계속 공블리라고 부르니까 나도 그 사람들이 기대하는 모습인 공블리로 살아야 할 것 같다는 느낌이 계속해서 들어 자신의 원래 모습이 사라진 것 같다는 이야기를 한 적이 있습니다.,0
배우는 항상 자신의 실재 모습과 스크린의 모습 괴리를 느끼며 살아갑니다.,0
이는 어빙 고프만과 에드가 모랭의 이론을 통해 그 이유를 설명할 수 있다는 것을 이번 발표를 통해 알아볼 수 있었습니다.,1
미국의 사회학자 마가렛 미드는 ‘I의 복원이 인간을 자유롭게 할 것’이라고 말한 바 있습니다.,1
배우가 자신의 I를 복원하기 위해 스스로 노력해야 하는 부분은 분명 있습니다.,0
"하지만 대중들도 배우들이 자신의 I를 복원할 수 있도록 새로운 인식을 가져야 하며, 대중들 스스로의 I또한 지키며 살아가는 것이 이 사회를 더 나은 방향으로 이끌 수 있다는 생각을 하며 이번 발표를 마치도록 하겠습니다.",0
감사합니다.,0
"1. The Elevator Pitch Korea Connect, Connect Korea! ",1
"안녕하세요, 저희는 외국인 학생들을 돕고 싶다는 일념으로 똘똘 뭉친 고려대학교 스타트업 팀 E조, ""Korea Connect"" 입니다.",1
저희는 고려대학교 내의 교환학생과 외국인 학생들을 돕는 종합 포털 사이트를 운영하고 있습니다.,1
"저희의 최종 목표는 이렇게 고려대 중심의 Korea Connect를 시작으로, 국내에 있는 모든 외국인 학생들을 돕기 위한 사이트와 앱을 마련하는 것입니다.",1
2. The Problem 저희는 각각 외국인학생들에게 인터뷰를 진행하며 이 질문을 물어봤습니다.,1
"""아니, 그런데 왜 한국에 왔어요?"" 
독일에서 온 마이어는 한국어를 배우기 위해,
일본에서 온 이치카는 엄마의 땅에 대해서 알아가기 위해,
미국에서 온 존은 아시아에서 금융 일을 하고 싶은 꿈을 안고 한국에 왔습니다.",0
"하지만 이렇게 서로 다른 꿈으로 부푼 가슴을 안고 한국의 대학에 진학한 이들에게, 현실의 벽은 아주 차가웠습니다.",0
"여러 가지 생활 정보를 검색하기가 쉽지 않을 뿐 만 아니라, 외국인이라는 이유로 도움을 요청해도 외면을 당하곤 합니다.",1
"특히 유색인종에 대한 편견이 심한 우리나라에서는 지하철을 타거나, 버스를 타거나, 누군가에게 말을 걸기만 해도 눈치가 보이게 됩니다.",1
"아무 일도 하지 않았는데 양 옆자리만 비어있을 때,
나의 피부색 때문에 사람들이 무섭다는 눈치로 슬슬 피할 때..............
어쩌면 우리에게는 그들의 이야기가 들리지 않을지도 모르겠습니다.",0
"소리 없는 아우성처럼 외치는 그들의 이야기는 아무도 들어주지 않고, 단지 맞지 않으니 다른 나라로 가라는 이야기만 들릴 뿐입니다.",0
"Korea Connect는 이러한 외국인 학생들의 어려움을 해결하기 위해, 고려대학교를 시작으로 하여 전국에 있는 외국인 학생들까지 이 손이 닿을 수 있도록 하자, 라는 일념으로 만들어졌습니다.",1
"부디 저희의 이 작은 몸짓이 나비효과처럼, 전국에 있는 외국인 학생들에게 equality가 아닌 equity. 동등한 기회가 아닌 동등해질 수 있는 발판이 되어주었으면 하는 바람입니다.",1
3. The Solution / Product 다음은 Korea Connect 가 제공하는 서비스입니다.,1
"1. connect food & language : 밥 친구, 언어교환 친구 매칭 사이트 외국인 대학생들을 대상으로 한 여러 인터뷰 조사에 의하면, 그들이 가장 원하는 것은 바로  ""a short meeting with a Korean student,"" 즉 한국 학생과의 짧은 만남이었습니다.",1
"저희는 이러한 바람을 이뤄주고자, 외국인 대학생들이 짧고 간단한 절차를 통하여 한국 학생과 쉽게 연결될 수 있는 플랫폼을 마련하였습니다.",0
2. connect notes : 필기 공유 사이트 영국남자 조시는 고려대학교에 교환학생으로 1년을 지내며 가장 힘들었던 것 중 하나로 필기 문제를 꼽았습니다.,1
"아무리 한국말로 의사소통이 자유롭다 하더라도, 교수님의 말씀을 듣는 즉시 그 자리에서 요점을 꼽아 필기하기에는 한계가 있다는 것입니다.",0
"저희는 이 점을 참고하여 외국인 학생들이 서로의 필기를 공유하며, 서로 도우며 공부할 수 있는 플랫폼을 마련하였습니다.",0
3. connect info. : 한국 생활 팁 제공 사이트 한국 대학으로 유학이나 교환학생을 오는 외국인의 수가 점점 많아지는 추세입니다.,1
이에 따라 저희는 맞춤형 한국 생활 팁을 정리하여 제공해주는 플랫폼을 마련하였습니다.,0
"4. Market Size 저희 팀은 지금은 고대에서 처음 사업을 시작하지만, 앞으로는 한국에 있는 유수의 대학으로 사업을 확장할 예정입니다.",1
저희는 짧은 기간 동안 고려대를 중점으로 사업을 진행해 왔습니다.,0
외국인 학생들에게 홍보 하기 위해서 페이스북 페이지를 개설하였고 와디즈에 스토리펀딩을 업로드했습니다.,0
"또한 저희는 앞으로 본격적인 사업 시행을 위해 KUBA, KUISA 등 교려대학교 외국인 buddy 동아리의 관계자를 만나서 앞으로의 홍보 계획도 의논했습니다.",0
"또한, 외국인들을 대상으로 하는 프로젝트이지만 저희의 market 은 외국인에게 한정되지 않고, 모든 학우가 필기 공유 사이트를 이용할 수 있도록 할 것입니다.",0
"안녕하세요,",0
"이번 10분 집중토론에서 찬성측, 즉 ‘파스쿠알의 살인은 개인이 아닌 사회가 만들어낸 것이다’ 입장측 첫번째 발언자 김나현입니다.",1
"우선, 저희 찬성측은 절대 그의 살인 및 범죄 행위를 정당화하려는 것이 아니라는 점, 알아주셨으면 합니다.",0
"그는 명백한 범죄행위를 저질렀고, 그 또한 이를 인정하고 기꺼이 죄수 생활을 받아들였습니다.",0
"다만, 우리는 그 범죄의 주요 원인이, 파스쿠알의 개인적인 결함이 아닌, 그가 자라온 환경 및 사회라고 주장합니다.",0
"여기, ‘파스쿠알 두아르테 가족’의 책 표지가 있습니다.",1
"여러분, 이 책의 제목은 왜 ‘파스쿠알 두아르테의 가족’ 일까요?",0
"분명 누가 봐도 이 소설의 주인공은 파스쿠알 두아르테 한명이고, 이 소설의 거의 99%가 그에 관한 이야기인데, 왜 셀라는 이 책의 제목을 파스쿠알 두아르테 ‘가족’이라고 했을까요?",0
"여기서 바로, 파스쿠알 두아르테의 불행한 운명이, 파스쿠알의 잘못이 아니라, 그를 둘러싼 그의 ‘가족’과 그의 환경을 고려해야 한다는 작가의 입장이 드러나는 것이죠.",1
우리 모두 이번 기말을 위해 공부한 키워드 중 ‘전율주의’를 기억하시죠?,1
"셀라는 전율주의 기법을 통해, 가족과 관련된 살인사건과 한없이 절망적이었던 그의 상황을 아주 극단적이고 지극히 객관적이게 묘사하여, 개인의 의지로 극복할 수 없었던 전후 스페인 사회의 잔혹성을 표현한 것입니다.",1
"모두가 알다시피, 개인과 사회는 상호작용합니다.",0
서로 지극히 영향을 끼칠 수밖에 없는 것이죠.,0
파스쿠알의 살인 동기가 심리적이다,0
"할지라도 그 동기 대상을 선정하고, 실현하는 과정엔 수많은 사회적인 요인이 개입될 수밖에 없습니다.",0
파스쿠알이 회개하지 못한 점에서도 사회 제도의 문제점을 짚어볼 수 있습니다.,1
범죄에 대한 처벌의 목적은 범죄자를 교화시키고 앞으로의 범죄를 예방하는 데에 있습니다.,0
그러나 형벌을 받은 후의 파스쿠알이 전혀 자신의 잘못을 뉘우치지 않고 많은 살인을 저지르는 데에서 당시의 사법제도에 문제가 있었음을 지적할 수 있습니다.,1
책 중에서 파스쿠알은 스스로 자신이 다시 사회에 나온 것이 잘못이라고 이야기합니다.,0
"이는 만약 이러한 범죄에 대한 처벌이 제대로 이루어졌다면, 파스쿠알이 추가적으로 살인을 저지르는 것은 예방할 수 있었을 것입니다.",1
따라서 이러한 세 가지 이유를 들어 저희 찬성 측은 파스쿠알 두아르테라는 살인마는 사회가 만들어낸 괴물이라고 주장하는 바입니다.,0
찬성 측 반박 시작하겠습니다.,0
"먼저, 파스쿠알이 자신의 운명을 깨기 위해 아무런 노력도 하지 않고 운명만을 탓한 것은 아닙니다.",0
파스쿠알은 어머니를 살해하기 전에 망설이는 모습을 보이며 내적 갈등을 겪습니다.,0
"책을 보면, “어찌됐든 내 어머니였던 것입니다. 나를 낳아준, 그리고 단지 그 이유만으로도 용서해야 할 여자였습니다.”라는 대사가 있습니다.",0
"이러한 대사에서 파스쿠알이 아무런 감정없이, 죄책감없이 어머니를 살해한 것은 아니라는 것을 알 수 있습니다.",1
"즉 파스쿠알은 이성과 감정간의 갈등 끝에, 결국 그의 삶 내내 그를 고통스럽게 했던 어머니에 대한 분노의 감정이 이후 더 커져 살인을 저지른 것입니다.",1
"또한 파스쿠알은 자신의 비극적인 운명에서 벗어나기위해 여행을 떠나기도 하며, 옥살이를 할 땐 모범수로 살며 감형도 받았음을 고려하였을 때, 파스쿠알이 마냥 막무가내로 사람을 죽이는 무책임한 범죄자는 아니라는 것을 알 수 있습니다.",0
"파스쿠알은 행복한 생활을 꿈꾸며 결혼하지만, 그의 아내 또한 그의 어머니와 마찬가지로 그에게 저주를 퍼붓는 사람이었습니다.",1
"또한 자신의 첫 아이는 유산되고, 아내는 파스쿠알 여동생의 애인의 아이를 임신하기도 합니다.",0
"이러한 절망적인 상황에서, 파스쿠알은 아무리 노력해도 이러한 불행을 벗어날 수 없다는 것을 깨닫고 더 큰 절망감에 빠지게 된 것입니다.",1
이 것이 파스쿠알이 운명론적 관점을 갖게 된 이유라고 볼 수 있습니다.,0
이미 자신의 노력 밖의 일이라고 생각하게 된 것입니다.,1
감사합니다.,0
"안녕하세요,",0
김병수입니다.,0
"여러분 모두 오늘 이 3분 스피치의 주제에 대해 많은 고민을 하셨을 텐데요,",0
저 또한 주제를 고르는 데까지 꼬박 하루를 보냈습니다.,0
"제가 잘 알고, 잘 전달할 수 있는, 또 여러분들이 모두 공감할 수 있는 화제를 곰곰이 생각해보다, 어느새 사표를 시작으로 슬슬 과제가 폭발할 시기임을 깨달았습니다.",0
"그래서 결국 결정한 제 주제는 바로, 과제의 능률을 높이는 저만의 방법입니다.",1
"결론부터 말하자면, 저는 적절한 시기에, 적절한 장소에서, 적절한 누군가와 함께해야 과제의 능률이 가장 높다고 말하고 싶습니다.",1
"참 모호해 보이지만, 지금부터 여러분들을 논리적으로 설득해보겠습니다.",0
"첫번째로, 적절한 시기입니다.",1
"여기서 포인트는, “적절히 미루자” 입니다.",1
"저는 과제가 주어지면, 그에 대한 생각 자체는 빨리 시작하되, 그것을 제대로 작성하기까지 적당히 미루는 것이 효율적이라고 생각합니다.",1
"즉, 이 표에서 스피치 과제가 주어졌을 때, “아 주제 뭐하지” 생각은 여기서부터 하되, 정작 대본을 쓰는 것은 여기부터 하라는 말입니다.",0
"이 표는 와튼스쿨의 애덤 그랜트 교수가 사용한 표인데, 그는 창의력은 이름과 늦음의 사이에서 나오기 때문에, 적당한 시점에서 작업을 시작하는 것이 중요하다고 말했습니다.",1
또 박진영교수님께서 효율적인 글쓰기는 7의 준비과정과 3의 쓰기로 이루어진다고 하셨었죠.,0
"7이 바로 이 부분, 3이 바로 이 부분 아닐까요?",0
"두번째로, 적절한 장소입니다.",1
"물론 사람마다 조금씩 다르긴 하겠지만, 모두 “난 집에서 혼자 공부할거야!”라고 말 해놓고 어느새 책상에서 세상에서 가장 편한 자세로 페이스북을 하고 있는 자신을 발견한 경험이 있으실 것입니다.",0
"이에 저는 과제를 할 땐, 사람이 좀 있으면서도 적당히 소음이 있는 장소에서 해야 한다고 생각합니다.",1
"즉, 독서실이나 열람실보단, 카페나 정경대 로비가 좀 더 좋다는 말입니다.",1
"우선 다른 사람이 함께 있기에 쉽게 이런 자세가 나오지 않겠죠, 또, 한국 산업 심리 학회에선 사람들의 작은 대화소리, 빗소리 등의 백색소음이 실제로 집중력과 기억력을 향상시킨다고 발표했습니다.",1
이런 백색소음에 맛있는 음료와 함께 과제를 한다면 능률이 오를 수 밖에 없겠죠!,0
"마지막으로, 적절한 누군가 입니다.",1
애인? 절대로 안됩니다.,0
바로 든든한 친구입니다!,1
특히 여러분들처럼 같은 수업을 듣는 친구라면 더욱 좋겠죠.,0
무엇이든 하나보단 둘이 낫다는 말은 유명합니다.,1
"하지만 만약 둘다 유혹에서 벗어나오지 못한다면, 최종병기가 있습니다.",0
바로 엄마입니다.,1
어머니께 이번주까지 해야 할 과제가 있다고 살짝쿵 흘리듯이 말해보세요.,0
아마 최고의 능률을 얻을 수 있지 않을까 싶습니다.,1
"지금까지 과제의 능률을 높이는 저만의 3가지 방법에 대해 말씀드렸는데요,",1
공감이 많이 가시나요?,0
"적절한 시기에, 적절한 장소에서, 적절한 누군가 입니다.",1
감사합니다.,0
"안녕하세요,",0
3조 이소연입니다.,1
"오늘 저희 조의 발표주제는 한국의 탈핵인데요,",1
먼저 목차를 함께 보시겠습니다.,1
"우선 서론에선 아직 우리에게 ‘탈핵’이라는 단어가 조금 낯설 수 있으므로, 여러분의 흥미를 유발시키기 위한 탈핵 관련 영화 <판도라>를 잠시 시청한 후, 탈핵이 무엇인지 그 정의에 대해 설명해드리겠습니다.",1
"또, 왜 요즘 뉴스기사만 보면 다들 ‘탈핵, 탈핵’하는지, 그 엇갈린 주장들과 시사성에 관해 말씀드리겠습니다.",0
"이어 본론에서는 토론의 형식으로 먼저 이성재 학우가 탈핵 찬성에 관한 첫 번째 입장을, 다음엔 박지우 학우가 두 번째 입장을 소개할 것입니다.",1
"이어서 김병수 학우가 탈핵 반대에 관한 첫 번째 입장을, 마지막으로 홍석권 학우가 두 번째 입장을 제시하겠습니다.",1
"사실 처음엔 저희 조가 한 입장을 고수하여 여러분에게 설득형 발표를 해야한다는 생각에, 조원 모두의 의견을 조율해보려 했습니다.",0
"하지만 각자 조사해본 결과 민감한 이슈인 만큼 아직 양측의 의견이 팽팽하게 공존하고 있고 우리 모두가 한 입장을 고수할 필요는 없다고 판단되어, 찬성과 반대의 의견을 골고루 다루기로 결정하였습니다.",1
"따라서 이 발표의 결론에선 제가 앞서 말한 탈핵 찬반 논거를 정리하고, 이에 따른 향후 정부 및 시민의 역할에 관해 말해보고자 합니다.",1
"그럼 먼저, 영화 판도라에 대한 영상을 시청하시겠습니다.",0
"작년 12월에 개봉하여 역대 최대 재난영화로 꼽힌 ‘판도라’는 당시 시국을 반영하여 무능력한 정부를 비판하고, 관객들에게 원전 사고에 대한 경각심과 탈핵에 관한 과제를 던져 주었습니다.",0
"또 문재인 대통령은 당선 전 판도라를 시청한 후 ""세계에서 가장 심하게 원전이 밀집된 우리나라 고리 지역 반경 30㎞ 이내에는 340만명이 살고 있어, 만에 하나 원전사고가 발생한다면 영화처럼 최악의 재난이 될 것""이라며 ""원전 추가건설을 막고 앞으로 탈핵·탈원전 국가로 가야 한다""고 말하기도 했습니다.",0
"실제로 현 문재인 정부는 탈핵, 탈원전과 ‘안전 대한민국’을 공약으로 내걸고 있죠.",1
그럼 도대체 탈핵이란 무엇일까요?,0
"‘탈핵운동’ 이란 핵에너지에 의존하는 사회에서 핵을 반대한다는 ‘반핵’에서 한단계 더 나아가 원자력발전소의 폐지를 주장하며, 재생에너지를 중심으로 하는 지속가능한 사회로의 전환을 외치는 운동입니다.",1
즉 ‘탈원전’과 동일한 맥락을 가지고 있는 것이죠.,1
"우리나라의 경우 그동안 소수 환경단체들을 중심으로 ‘반핵운동’이 진행되었는데, 지난 2011년 후쿠시마 원전사고 이후 본격적인 탈핵운동이 시작되었다고 합니다.",0
앞서 문재인 대통령이 언급한 고리 지역은 부산과 울산 일대에 위치한 핵발전소가 밀집된 지역으로서 2012년부터 발전소의 수명 연장을 두고 안전성 논란이 지속되어왔습니다.,0
"요 근래 탈핵이 뉴스의 가장 큰 화두 중 하나가 됐던 이유는 앞서 말했듯 탈핵을 공약으로 내건 문재인 정부가 신고리 원전 5,6호기의 재개 여부를 놓고 지역 주민 및 여러 단체들과 대립이 있었기 때문입니다.",1
