context,nouns
"이러한 논란 끝에 이번 사건에서 군의 대응실태를 조사한 감사원은 허위보고, 음주근무 등 초기 대응에서의 총체적 문제점이 드러나 합참의장 등 장성급 장교들을 포함해 총 25명에 대해 징계를 요청했으며 이중 12명은 형사처벌이 필요하다고 밝혔다. 당시 합참의장은 만취상태에서 통제실을 이탈했으며, 비상경계태세 발령을 부하가 했는데도 불구하고 자신이 지시한것처럼 꾸몄다. 세떼 보고서와 발생시간도 역시 의도적으로 조작한 것으로 드러났다. 하지만 김태영 국방부장관은 감사원의 대규모 징계 요청과 형사처벌이 필요하다는 의견에 반대했으며 국방부는 합참의장이 자리를 비우고 문서를 조작했다는 감사원의 조사 결과도 사실이 아니라고 반박하며 국방부와 감사원간의 갈등이 빚어졌다. 이렇게 대규모 징계가 결정되면서 국방부의 대대적 인사가 뒤따르게 되었다. 그러나 감사원의 감사 결과가 발표된 이후 3개월이 넘도록 4명을 입건하는데만 그쳤다. 또한 감사원 감사에서 처벌 대상이 아니었던 최원일 함장이 입건 명단에 포함되면서 형평성 문제도 불거졌다. 결국 11월에 발표된 최종 징계안에서 기소된 사람은 한 명도 없었다. 이에 대해 야당은 ""국민들이 납득할 수 없다""며 반발했다.","{' 발표', ' 감사원', ' 규모', ' 사건', ' 징계', ' 후', ' 입건', '감사원', ' 개월', '이번', ' 반대', ' 기관', ' 대응', '천안함 침몰 사건', ' 결과', ' 것', ' 요청', ' 군', ' 감사', ' 실태', ' 이후', ' 조사', ' 명'}"
"김현웅(金賢雄, 1959년 5월 4일 ~ , 전남 고흥)은 대한민국의 법률가이다. 사법연수원 16기 수료 후 검사 생활을 했으며 특히 서울중앙지검 특수1부 부장검사로 재직할 때는 법조브로커 김홍수씨(58·구속)로부터 금품을 받은 혐의(알선수재)로 사상 최초로 전직 고등법원 부장판사급 법관 A씨에 대해 사전 구속영장을 청구했다. 이후 제46대 서울고등검찰청 검사장 재직 중 제64대 법무부 장관에 임용되었다. 대한변호사협회(회장 김현)가 김현웅(58·사법연수원 16기) 전 법무부 장관에게 변호사 개업을 자제할 것을 권고했다. 변협은 보도자료를 통해 ""김현웅 전 장관은 지난 4월27일 변호사 등록을 신청했고, 현행 변호사법상 등록 거부 사유가 없다""라며 ""변호사법은 등록 신청일로부터 3개월간 등록을 하지 않을 경우 등록이 간주된다고 규정하고 있다""라고 설명했다.","{'대', ' 씨', ' 사전', ' 5월 4일', ' 대', '사상', ' 법률가', ' 구속영장', ' 알선', ' 수재', ' 검사', ' 자제', ' 것', ' 급', ' 사법연수원', ' 장관', ' 전직', ' 서울고등검찰청', ' 검사장', ' 고등법원', ' 법관', ' 중', ' 때', ' 법무부', ' 청구', '년', ' 임용', ' 이름', ' 변호사', ' 개업', ' 판사', '김현웅', ' 기', ' 최초', ' 권고', ' 혐의', ' 대한민국', ' 재직', ' 부장'}"
"1990년, 안무가 로빈 안틴은 크리스티나 애플게이트, 카마 칼라와 함께 현대적인 클럽 공연단을 구상한다. 그리하여 창단된 공연단은 1995년 처음으로 공연을 하였다. 멤버 수를 점점 늘려가던 이 시기에, 그룹은 란제리나, 유행이 지난 핀업 의상(pin-up)을 입고 여러 객원 보컬들과 함께 1950 - 60년대의 팝 음악들을 레파토리로 삼아 공연했다. 이들은 1995년부터 2001년까지 매주 목요일 로스엔젤레스의 나이트클럽인 The Viper Room에서 공연했다. 또한 이들은 1997년 모건 힉비 나이트(Morgan Higby Night)의 영화 Matters of Consequence 에 출연하기도 했다. 그룹은 1999년 6월 플레이보이 지에 실린 세미누드 사진으로 언론의 관심을 받게 되었다. 3년 후인 2002년 그들은 The Roxy 클럽으로 무대를 옮겼고, 몇몇 잡지들, MTV와 VH1의 TV 스페셜, 광고 캠페인 등에 출연하였다. 몇몇 멤버들은 2003년 개봉한 영화 미녀 삼총사 2에, 핑크 팬더의 테마에 맞춰 춤을 추는 모습으로 출연하기도 하였다. 또한 그들은 핑크의 Trouble의 뮤직비디오에도 출연했다. 크리스티나 애플게이트, 크리스티나 아길레라, 그룹의 대부분의 공연에서 리더 역할을 했던 카르멘 엘렉트라와 함께한 2002년의 맥심 지 화보 촬영은 푸시캣 돌스에 대한 대중의 관심을 높였다.","{' 출연', ' 처음', ' 로빈', ' 구상', ' 누드 사진', ' 곳', ' 테마', ' 화보', ' 모습', ' 멤버', '안무', '로빈', ' 공연단', ' 크리스티나 애플게이트', '공연단', ' 영화', ' 칼라', ' 공연', ' 클럽', ' 이름', '년', ' 푸시캣 돌스', ' 잡지', ' 춤', ' 현대', ' 대중', ' 안티', ' 핑크 팬더', ' 1999년 6월', ' 세미', ' 관심'}"
"2003년, 오디션 프로그램 팝스타즈의 우승자로 구성된 그룹 에덴스 크러쉬의 전 멤버였던 니콜 셰르징거가 푸시캣 돌스의 리드보컬로 영입되었다. 이전부터 그룹 활동에 지쳐있던 셰르징거는 솔로 레코딩 계약을 위해 인터스코프 레코드를 찾았다가 뜻하지 않게 푸시캣 돌스에 영입되었다는 후문이다. 같은 해 보컬 멜로디 숀튼과 카야 존스 역시 그룹에 영입되었다. 초기의 그룹은 니콜 셰르징거, 멜로디 숀튼, 카야 존스, 로빈 안틴, 카밋 버처, 사이아 배튼, 캐이시 캠벨, 킴벌리 와이어트, 애슐리 로버츠, 제시카 수타 등의 멤버로 구성되어 있었다. 2004년 이 그룹은 영화 '샤크'와 '쉘 위 댄스'의 사운드트랙에 곡을 싣게 된다. 이 중 '쉘 위 댄스'의 OST에 실렸던 곡 'Sway'는 영화의 영상을 삽입한 뮤직비디오와 함께 그룹의 첫 싱글로 발매된다.","{'그루', ' 발매', ' 트랙', '니콜 셰르징거', '푸시캣 돌스', ' 곳', ' 푸시', ' 거', ' 인물', ' 징', ' 댄스', ' 보컬', ' 사람', ' 사운드', ' 싱글', ' 것', ' 그룹', ' 영화', ' 돌', ' 인터스코프 레코드', ' 리드', ' 제목', ' 중', '셰르', '년', ' 곡', ' 위', ' 푸시캣 돌스', ' 영입'}"
"2005년 9월 13일 푸시캣 돌스의 첫 번째 정규 음반 PCD가 발매됐다. 이 앨범은 그들이 활동했던 댄스팀 스타일의 댄스팝 음악들과, 트리뷰트, 커버곡들로 구성되어 있다. 이 앨범은 뉴질랜드에서 1위를 차지했고, 캐나다, 네덜란드, 미국에서 TOP 5에 이름을 올렸으며, 영국, 오스트리아, 독일, 스위스, 아일랜드에서 10위까지 올라갔다. PCD는 전 세계적으로 900만 장 이상의 판매고를 올렸다. 첫 싱글 'Don't Cha'는 영국, 오스트레일리아, 캐나다 등의 나라에서 1위에 올랐고, 빌보드 핫 100 차트 2위에 올랐다. 또한 이 노래는 한국의 휴대전화 기기 제조사 SKY의 휴대전화 CM송으로 쓰여, CM 속 모델들이 추는 춤 이름인 '맷돌춤'의 배경음악으로 유행하기도 하였다.","{' 차지', ' 휴대', '한국', ' 전', ' 세계', ' 발매', ' 빌보드 핫 100', '푸시캣 돌스', ' 갯수', ' 정규 음반', ' 시의', ' 전화', ' 조사의', ' 싱글', ' 기기', ' 사용', ' 돌', ' 노래', '푸시', ' 번', ' 조사', '휴대', ' 춤', ' 송', ' 위', ' 푸시캣 돌스', ' 차트'}"
"두 번째 싱글로 발매된 발라드곡 'Stickwitu'는 미국에서 5위에 올랐으며 영국에서는 2위까지 올라갔다. 이 노래는 나중에 그래미 상의 최우수 팝 퍼포먼스 그룹상 부문 후보에 오르기도 한다. Will.i.am이 피쳐링한 세 번째 싱글 'Beep'는 앞선 싱글들에 비해 열기가 줄어든 듯 보였으나, 그럼에도 뉴질랜드와 벨기에에서 1위를 차지했다. 네 번째 싱글 'Buttons'은 미국의 래퍼 Snoop Dogg과 함께 작업했고, 영국 과 미국 차트에서 3위에 올랐다. 다섯 번째 싱글 'I Don't Need a Man'은 호주, 아일랜드, 뉴질랜드, 영국 에서 최고 10위까지 올라갔지만 큰 성공을 거두지는 못했다. 푸시캣 돌스의 여섯번째 싱글은 Timbaland가 피쳐링한 'Wait a Minute'으로, 미국 차트에서 40위를 차지했다. 그룹은 또한 미국 NBA 경기의 오프닝 공연을 맡기도 했으며, 블랙 아이드 피스 의 혼다 시빅 투어의 북미지역 오프닝 공연도 진행했다. 2007년 초 그들은 크리스티나 아길레라의 Back to Basics Tour에 대니티 케인, NLT와 함께 게스트로 초청돼 공연하기도 했다.","{' 피처', ' 차지', '번', '푸시캣 돌스', ' 작업', ' 사람', ' 나라', ' 순위', ' 싱글', ' 상', ' 글', ' 피쳐', ' 제목', ' 중', ' 노래', ' 미국', ' 번', ' 링', ' 곡', ' 한', ' 위', ' 차트'}"
"2006년 4월, 뉴욕 타임즈는 인터스코프 레코드사가 America's Next Top Models의 프로듀서와, 미녀 삼총사의 감독인 McG와 함께 자체 리얼리티 TV 프로그램을 준비중이라는 사실을 보도했다. Pussycat Dolls Present: The Search For the Next Doll이라 이름붙여진 이 프로그램은 푸시캣 돌스의 새 멤버를 찾기 위한 목적으로 만들어졌다. 이 새 멤버는 푸시캣 돌스와 함께 새 앨범을 녹음하고 투어를 진행할 예정이었다. 이 프로그램은 2007년 3월 6일 Saverio Principini의 음악과 함께 The CW에서 방영을 시작했고, 4월 1일에는 영국과 오스트레일리아에서도 방영되기 시작했다. 최종 우승자는 아시아 니톨라노로 결정되었다. 그러나 7월, 이 멤버가 그룹 멤버 대신 솔로 경력을 쌓기로 결심했다는 사실이 알려졌다.","{' 이름', ' 예정', ' 최종', '리얼리티', ' 일자', ' 진행', ' 리얼리티', ' 우승자', '푸시캣 돌스', ' 방영', ' 푸시캣 돌스', ' 프로그램', ' 것', ' 멤버', ' 자체'}"
"2007년, Pussycat Dolls Present: The Search For the Next Doll의 우승자 아시아 니톨라노는 '명목상' 푸시캣 돌스의 일곱번째 멤버가 되었고, 그녀에게는 새 앨범 녹음과 투어 참여의 기회가 '주어지기는 했다'. 그녀는 프로그램의 마지막회에서 그룹 멤버들과 함께 처음으로 'Don't Cha'를 공연했다. 그녀는 The CW의 파티 행사에서 멤버들과 다시 한 번 공연할 수 있었다. 그러나 그녀가 이 두 번의 무대에서만 모습을 드러냈기 때문에, 그룹에서의 그녀의 위치는 항상 의문이었으며, 그룹의 Live Earth 공연 라이브 중에도 아주 명백하게, 전혀 모습을 드러내지 않았기 때문에 이 의문은 더욱 더 심해져만 갔다. 이 와중에 2008년 8월, 카밋 버쳐가 다른 작업상의 이유를 들며 탈퇴를 선언했다. 2008년 5월 27일, 푸시캣 돌스는 새 싱글 'When I Grow Up'을 발표했다. 이 싱글은 빌보드 핫 100 차트에서 9위, 핫 댄스 클럽 플레이 차트에서는 1위를 차지했다. 몇몇 유럽 국가에서는 1위에 올랐으며, 세계적으로 TOP 10에 이름을 올린 싱글이 되었다. 미시 엘리엇이 피쳐링한 다음 싱글 'Whatcha Think About That'은 미국 차트 진입에는 실패했으나, 영국을 포함한 몇 나라의 차트에서는 간신히 TOP 20을 마크하는 데 성공했다. 그룹의 두 번째 앨범 Doll Domination은 2008년 9월 19일에 발매되었다. 이 앨범은 첫 주에 빌보드 200 차트에서 4위에 올랐고, 한 주간 약 7만 9천장을 판매했다. 앨범의 세 번째 싱글 'I Hate This Part'는 같은 해 10월에 출시됐고 주요 차트에서 10위 안에 드는 성적을 올렸다. 네 번째 싱글 'Bottle Pop'은 2009년 3월 미국과 오세아니아 지역 한정으로 발매됐다.","{'2008년 8월', ' 이', ' 차지', ' 5월 27일', ' 발매', ' 오세아니아', '푸시캣 돌스', ' 지역', ' 댄스', ' 탈퇴', ' 플레이', '버', ' 싱글', ' 멤버', ' 제목', ' 클럽', '년', ' 핫', ' 번', ' 한정', ' 푸시캣 돌스', ' 등수', ' 차트', '미국'}"
"푸시캣 돌스는 앨범 홍보를 위해 Doll Domination Tour라는 이름의 월드 투어에 나섰다. 유럽과 오스트레일리아 공연에서는 레이디 가가가 오프닝을 맡아주었으며, 영국 지역에서는 니요가 그들을 지원해주었다. 이들은 2009년 6월 6일 서울 올림픽공원 사이클 경기장에서 첫 내한공연을 가졌다. 그러나 이날 내한공연에는 실망스러운 요소들이 많았다. 멤버 제시카 수타는 부상으로 인하여 한국에 오지 못하였으며 멜로디 숀튼마저 부상으로 인하여 춤을 추지 못하였다. 또한 게스트로 애프터스쿨과 손담비가 초대되었는데, 두 팀에게 주어진 시간은 30여 분이였지만, 10여 분 만에 오프닝 무대를 끝내버려 찾아온 관객들을 어리둥절하게 만들었다. 하지만 남은 3멤버가 폭발적인 공연리드에 의하여 약 1시간 동안 15곡의 노래를 들려주며 공연을 마쳤다. 2008년 7월 그룹은 MTV 아시아 뮤직 어워드에서 오프닝 무대를 장식하여 아시아 무대에 처음으로 ""When I Grow Up""을 선보였고, 폭발적인 무대매너와 퍼포먼스로 화제가 되기도 했다. 2009년 중반에 그들은 브리트니 스피어스의 투어 The Circus Starring Britney Spears의 북미지역 오프닝을 맡기도 했다.","{' 투어', ' 한국', ' 불참', '푸시캣 돌스', ' 오프닝', ' 내한', ' 지역', ' 사람', ' 부상', ' 월드', ' 멤버', ' 오스트레일리아', ' 유럽', ' 지원', ' 서울', ' 공연', ' 날', ' 중', ' 때', ' 이름', '년', ' 앨범', ' 니요', ' 홍보', ' 가수'}"
"2009년 4월 셰르징거는 빌보드 지에 '더 많은 사람들이 우리의 음악을 들을 기회를 갖도록 하기 위해서, 앨범을 재발매할 것이다'라고 발표했다. 유럽에서는 4개의 신곡을 실은 앨범이 재발매되었다. 오스트레일리아에서는 Doll Domination 2.0이라는 제목의, 원래 앨범의 여섯 곡과 신곡 네 곡을 실은 컴필레이션 앨범이 발매되었다. 영국에서는 원래 앨범의 네 곡과 리믹스들, 신곡들이 담긴 Doll Domination: The Mini Collection이 2009년 4월 27일 발매되었다. 2009년 8월, 이전에 발매된 모든 신곡과 오리지널 앨범 곡들을 한 CD에 묶은 Doll Domination 3.0이 재차 발매되었다. 이 재발매반은 그룹의 싱글이 모두 TOP 20 안에 이름을 올렸던 유럽과 영국 지역에 한해서 발매되었다. 이 새 재발매반에는 두 개의 싱글이 추가되었다. 영화 슬럼독 밀리어네어의 오리지널 사운드트랙에서 따 온 세계적인 인기 싱글 'Jai Ho!'와 역시 세계적으로 TOP 20 안에 이름을 올린 기존 앨범 수록곡 'Hush Hush'의 리믹스 버전('Hush Hush; Hush Hush'라는 새로운 제목이 붙었다)이 그것이다. 이 두 싱글의 발매에 대한 셰르징거의 강력한 의지에 뒤이어, 투어 중 일어난 숀튼과의 사태 등 멤버들 간의 감정적인 대립 사태가 언론에 여러 번 불거지게 되었다.","{' 오리지널', ' 발매', '푸시캣 돌스', '영화', ' 곳', 'Ho!', ' 영국', ' 거', ' 징', ' 지역', ' Doll Domination', ' 은', ' 싱글', ' 것', '유럽', ' 영화', ' 해서', ' 슬럼독 밀리어네어', '셰르', ' 이름', ' 앨범', ' 곡', ' 사운드트랙'}"
"2010년 1월 29일 제시카 수타는 그룹과의 투어 중 입은 갈비뼈 부상 이후 그룹에서 '쫓겨났다'고 E!Online에 폭로한다. 2월 26일 Loaded Magazine은 킴벌리 와이어트가 그룹을 떠났다는 사실을 확인했다고 보도한다. 와이어트는 탈퇴하면서 이 잡지에 이렇게 언급한다. ""우리가 무대에서 하던 일들을 사랑했기 때문에, 상황이 조금 더 달랐으면 어떨까 하는 생각이 든다. 푸시캣 돌스의 멤버여서 정말 좋았지만, 무대 밖에서의 여러 가지 일을 생각해볼 때... 나는 더 이상 이 일을 할 수 없을 것 같다. 무대에 설 때, 나는 나의 할 일이 무엇인지를 잘 알고 있고 내 능력이 닿는 한 최선을 다해 그 일을 해왔다. 지금 나는 그냥 회사에서 하는 일 같은 걸 하고 싶기도 하다. 왜냐하면 그것은 그냥 일, 그 이상은 아니니까!"" 하루 뒤, 애슐리 로버츠 역시 자신의 홈페이지를 통해 그룹 탈퇴 사실을 알린다. 그녀는 탈퇴 사실을 알리는 글에 이렇게 썼다. ""맞아요. 저는 푸시캣 돌스를 떠났어요... 여러분 모두를 정말로 사랑해요!!! 여러분의 사랑과 지지를 얻을 수 있어서 정말로 기뻐요. 놀라운 여행이었고 정말 많은 걸 배웠어요!"" 와이어트는 후에 멜로디 숀튼을 포함한 모든 멤버가 그룹을 탈퇴했다는 사실을 확인해주었다. 2010년 말 셰르징거는 솔로 활동을 위해 공식적으로 그룹 탈퇴를 선언하였다.","{'니콜 셰르징거', ' 보도', '2월 26일', ' 곳', ' 소식', ' 탈퇴', ' 사람', ' 부상', ' 선언', ' 그룹', ' 사실', ' 이후', ' 폭로', '년', '자신', '제시카 수타', ' 홈페이지', ' 갈비뼈', ' 공식', ' 제시카 수타', ' 푸시캣 돌스', ' 확인'}"
"그 사이에, Entertainment Weekly의 마고 왓슨은 리드보컬 니콜 셰르징거에 대한 지나친 부각을 강하게 비판하고 나섰다. 왓슨은 이렇게 말했다. ""세상엔 두 종류의 걸그룹이 있다. The Supremes나 Destiny's Child처럼 함께 슈퍼스타가 된 경우, Spice Girls나 TLC처럼 개개인의 한정된 재능들이 모여 하나의 카리스마적인 성격을 이루게 된 경우. 푸시캣 돌스는 어느 쪽도 아니다. 그들은 하나의 브랜드가 되었지만, 그들을 그룹이라 볼 수는 없다. 2005년의 히트 앨범 PCD는 리더인 니콜 셰르징거가 세간에 부각되도록 만들었지만, 그녀는 비욘세가 아니다. 다른 멤버들은... 글쎄, 당신은 다른 멤버들의 이름을 댈 수 있는가? 아니, 푸시캣 돌스의 멤버가 몇 명인지 알기는 하는가?""","{' 인물', ' 앨범', '히트', ' 부각', ' 왓슨', ' 사람', '니콜 셰르징거', '푸시캣 돌스', ' 세간', ' 비판', ' 년', ' 히트', ' 니콜 셰르징거', '마고'}"
"ESP는 1975년 일본 도쿄에서 시부야 히사타케가 설립한 Electric Sound Product라는 가게에서 시작되었다. 최고급 전기 기타의 제조와 전문 리페어 샵을 목표로 설립된 ESP는 당시 일본의 다른 기타 제조사들과 다르게 저가형 기타로 시장을 공략하지 않았다. 대신에 최고 품질의 기타를 만들어 전통적인 기타 제조회사인 펜더나 깁슨을 경쟁상대로 시장에 진입했다. 당시 ESP의 고급 라인업이었던 Navigator 기타 중에는 펜더나 깁슨의 레플리카 모델임에도 가격은 그것들의 커스텀샵 제품보다 비쌌다. 1981년 3월 ESP는 미국 뉴욕에 리페어 샵을 설립한다. 이후 1980년대 중반에 ESP는 자사의 커스텀 기타를 뉴욕의 아티스트들에게 주문제작해 주기 시작한다. 그 아티스트들 중에는 Ronnie Wood(The Rolling Stones), Vinnie Vincent & Bruce Kulick(Kiss), Page Hamilton(Helmet), Vernon Reid(Living Colour)도 있었다. 같은 시기에 ESP는 Kramer Guitars사의 기타 바디와 넥을 만들고 있었다. Kramer 기타의 몇가지 특성은 ESP기타의 넥과 바디 디자인에 아직 남아 있다. 동시에 Robin Guitars, Schecter Guitar Research, DiMarzio의 OEM도 맡고 있었다. 1993년 ESP는 본사를 로스 앤젤레스로 이전하여 Sunset Blvd.에 사무실을 연다. 1996년에는 자사인 LTD를 설립하여 ESP의 고급 기타를 조금 더 합리적인 가격에 제공할 수 있도록 했다. 하지만 LTD의 한국/인도네시아 OEM제품이 미국에 들어온 이후로는 일본산 ESP 기타 주력 라인은 선박 운송비용이 비싸다는 이유로 잠시 수입이 중단된다. 이후 2000년대 들어서 메탈과 하드록 연주자 사이에 ESP가 유명해 진 후에 다시 수출이 재개되었고, 90년대에 비해 ESP기타의 가격은 상승하였다. 2002년 ESP는 음악산업에서 가장 빠르게 성장하는 회사로 등극한다. 이는 펜더사가 Jackson Guitars를 인수하면서 ESP와 Jackson 사이의 오랜 경쟁구도를 깨면서 일어난 일이다. Jackson의 인수로 인해 많은 아티스트들이 Jackson에서 ESP로 엔도서를 변경했다.","{' 뉴욕', '약자', ' 처음', ' 본사', ' 회사', '최고', ' 산업', ' 당시', ' 음악', ' 지역', ' 이유', '최초', ' 설립자', ' 주문', ' 목표', '설립', ' 제작', ' 때', '년', ' 성장', ' 등극', ' 이전', ' 연도', ' 기타', ' 품질', ' 설립', '미국'}"
"ESP는 시그네처 기타가 가장 많은 브랜드로도 유명하다. ESP의 첫 시그네처 기타는 조지 린치의 ESP Kamikaze이다. 1986년 도쿄 투어공연 중이던 조지 린치가 자신의 기타를 수리하기 위해 ESP 샵을 방문하여 주문제작한 기타이며, 후에 ESP 호라이즌 라인의 기반이 된다. 1987년에는 메탈리카의 기타리스트 커크 해밋이 ESP에서 자신의 기타를 주문제작했다. 이 기타는 1989년에 커크 해밋 시그네처 기타 ESP KH-2 로 발매된다. 현재까지 ESP는 Metallica의 정식 엔도서로 활동중이다. 1990년에서 1992년 사이 수많은 아티스트들의 엔도서가 되면서 ESP는 자사의 기본 라인업에 버금가는 수준으로 시그네처 라인업을 확장시켰다. 커스텀 악기 제작을 전문으로 하는 ESP에는 이 외에도 수많은 시그네처 기타들이 있다.","{' 서로', ' 발매', '전문', '커크 해밋', ' 메탈리카', ' 엔도', ' 기타리스트', ' 사람', '기타', ' 그룹', ' 소속', '시', ' 그네', '브랜드', ' 커크', '정식', ' 제작', ' 이름', ' 활동', '년', ' 시', ' 종류', ' 중인', ' 처', ' 기타'}"
"ESP는 타켓 시장에 따라 다양한 브랜드와 제품을 선보이고 있다. 일본에서 생산되던 ESP Original series의 각 모델과 동일하게 일본에서 만든 Standard series는 70%의 수제작 공정과 30%의 자동화 공정을 통해서 만들어 졌다. Standard 시리즈는 미국과 유럽 등에서 주로 팔린 수출형 ESP 모델이며, 오랜시간 제품의 퀄리티를 높이기 위해 노력한 결과, 2009년부터 일본 사이타마에 건립된 새 공장에서 제작된 Standard Series는 ESP 커스텀의 95%에 가까운 퀄리티를 보여준다. 기타와 베이스를 모두 합쳐 고작 연간 8,000대만 제작되었으며 대량생산되는 모델이 아니다. 일본 내수용 커스텀 모델과 비교하여 퀄리티의 차이가 없으나 가격이 상대적으로 저렴하여 오히려 일본의 구매자들이 미국 등 해외에서 일본으로 역수입하는 상황이 벌어졌다. 이러한 사태를 고려한 ESP측의 정책 변경으로 Standard Series는 2014년에 모두 단종되었으며, 2014년 2월부터는 Standard Series의 명맥을 이어 ESP 대신에 E-II라는 로고를 달고 제작되고 있으며 이 E-II는 일본 내수로도 판매 중이다.","{' 시리즈', ' 수출', '측', '시리즈', ' 대신', ' 공장', ' 로고', ' 등', ' 정책', ' 변경', ' 것', ' 유럽', '년대', ' 제작', ' 명맥', '2014년 2월', '년', ' 건립', ' 모델', ' 단종', ' 공정', ' 자동화', ' 년', '미국', '수'}"
"승리(본명: 이승현)은 1990년 12월 12일 광주광역시 광산구에서 1남 1녀 중 장남으로 태어났다. 어린시절 가수의 꿈을 키웠던 그는 정암초등학교를 거쳐 천곡중학교 시절 댄스 그룹의 ""일화""의 멤버로서 활동했으며, 승리의 춤 실력은 익히 잘 알려져 있었다. 2005년 그는 제2의 신화를 발굴하는 리얼리티 서바이벌 오디션 프로그램 Mnet 《레츠 코크플레이 배틀신화》 에 지원했다. 그는 자신의 춤 실력에 자신감이 있었지만, 신화 멤버가 직접 6명의 멤버를 뽑아 남성 아이돌 그룹으로 데뷔 시키는 프로젝트에 그는 실력 부족이라는 결과로 최종 탈락했다. 이후 승리는 오디션을 통해 YG 엔터테인먼트의 연습생으로 발탁 되었고, 2006년 다큐멘터리 형식으로 제작 된 서바이벌 프로그램 《리얼다큐 빅뱅(BIGBANG)》에 출연했다. 하지만 9회에서 장현승(현재의 트러블 메이커 멤버)와 함께 최종 멤버로는 탈락했는데, 탈락 위기 속에서 주어진 마지막 오디션 기회에서 빅뱅 멤버로서의 필요성 5가지 이유, 이전까지는 못보여준 자신의 노래 실력을 돋보여준 타샤니의 ""하루하루""를 선보이는 등 다부진 각오를 밝히며 양현석 대표의 마음을 움직여 극적으로 지드래곤, 태양, T.O.P, 대성와 함께 YG 엔터테인먼트에서 제작하는 최초의 아이돌 힙합 그룹 BIGBANG의 멤버로 정식 합류하게 되었다. 승리는 빅뱅의 멤버 태양과 함께 그룹 내에서 가장 뛰어난 춤 실력을 보유하고 있다.","{' 빅뱅', '승리', ' 프로그램', ' 곳', ' 천곡중학교', ' 아이돌', ' 댄스', ' 힙합', ' 플레이', ' 고향', ' 시절', ' 멤버', ' 기회', ' 그룹', ' 승리', ' 본명', ' 지원', ' 수', 'YG 엔터테인먼트', ' 방영', ' 마지막', ' 코크', ' 이름', ' 활동', '년', ' 오디션', ' 배틀', ' 곡', ' 최초', ' 신화', ' 샤니', ' 합류', ' 초등학교', '가수'}"
"빅뱅은 2006년 8월 19일 첫 싱글 〈Bigbang〉을 발표하였고, 같은 날 YG 패밀리 10주년 콘서트에서 첫 무대에 섰다. 2006년 9월 23일 음악 프로그램 《쇼! 음악중심》에서 공식 데뷔하였다. 승리는 그해 12월에 발매 된 빅뱅의 첫 번째 정규 음반 《BIGBANG Vol.1》에 수록 된 ""다음 날""로 첫 솔로 곡을 불렀다. 빅뱅은 2007년 그들의 첫 번째 EP 《Always》의 발매와 동시에 타이틀 곡 ""거짓말""은 엄청난 메가히트를 기록했고, 이후 두 번째 EP 《Hot Issue》의 ""마지막 인사""와 세 번째 EP 《Stand Up》의 ""하루하루""가 연이어 차트 정상을 차지하며 최정상의 대세 그룹으로 우뚝 섰다.","{' 발표', ' 빅뱅', ' 수록', ' 발매', ' 프로그램', ' 날짜', ' 음악', ' 정규 음반', ' 데뷔', ' 싱글', ' 중심', ' 승리', ' 솔로', ' 타이틀', ' 제목', ' 이름', '년', ' 번', ' 앨범', '빅뱅', ' 일자', ' 공식', ' 곡', ' 쇼'}"
"승리는 빅뱅 멤버 중에서 가장 먼저 뮤지컬에 출연하였고, 《소나기》라는 작품으로 뮤지컬에 첫 도전하였다. 이후 그룹의 멤버 대성와 뮤지컬 《샤우팅》에 동반 출연할 예정이였지만, 뮤지컬 공연을 앞둔 8월, 대성의 갑작스런 교통사고 부상으로 동반 출연이 무산 되었다. 승리는 그룹의 멤버 대성과 함께 MBC 음악 프로그램 《쇼! 음악중심》의 진행을 맡았다. 승리는 2009년 그의 영화 데뷔 작인 《우리 집에 왜 왔니》에 이어 그룹의 멤버 T.O.P과 함께 한일합작 텔레시네마 《19》에 출연했다. 이 영화는 2009년 11월 12일에 개봉 되었다. ""다음 날""로 첫 솔로 곡을 불렀던 그는 빅뱅의 두 번째 정규 음반 《Remember》에 수록 된 ""Strong Baby""로 두 번째 솔로 곡을 발표했다. 이 곡으로 그는 빅뱅에서 어린 막내 멤버의 이미지를 벗고 성숙 된 모습을 보였다. 또한 음악 프로그램 《SBS 인기가요》에서 3주 1위(트리플크라운)를 달성하는 등 많은 사랑을 받으며, 솔로 가수로서 가능성을 엿봤다.","{' 출연', ' 빅뱅', '승리', ' 프로그램', ' 음악', ' 뮤지컬', ' 데뷔', ' 데뷔작', ' 멤버', ' 인간', ' 영화', ' 예정', ' 승리', ' 솔로', ' 작품', ' 제목', ' 중', ' 도전', ' 무산', ' MC', ' 이름', '년', '빅뱅', ' 곡', ' 배우', ' 년', ' 교통사고'}"
